# base_item_name_map.tsv – generated by build_item_names.py
# generated: 2026-03-31T16:43:16Z
# columns: metadata_path	display_name
Metadata/Items/Currency/RandomFossilOutcome47	
Metadata/Items/Currency/RandomFossilOutcome48	
Metadata/Items/Currency/RandomFossilOutcome49	
Metadata/Items/Currency/RandomFossilOutcome50	
Metadata/Items/Currency/RandomFossilOutcome51	
Metadata/Items/Currency/RandomFossilOutcome52	
Metadata/Items/Currency/RandomFossilOutcome53	
Metadata/Items/Currency/RandomFossilOutcome54	
Metadata/Items/Currency/RandomFossilOutcome55	
Metadata/Items/Currency/RandomFossilOutcome56	
Metadata/Items/Currency/RandomFossilOutcome57	
Metadata/Items/Currency/RandomFossilOutcome58	
Metadata/Items/Currency/RandomFossilOutcome59	
Metadata/Items/Currency/RandomFossilOutcome60	
Metadata/Items/Currency/RandomFossilOutcome61	
Metadata/Items/Currency/RandomFossilOutcome62	
Metadata/Items/Currency/RandomFossilOutcome63	
Metadata/Items/Currency/RandomFossilOutcome64	
Metadata/Items/Currency/RandomFossilOutcome65	
Metadata/Items/Currency/RandomFossilOutcome66	
Metadata/Items/Currency/RandomFossilOutcome67	
Metadata/Items/Currency/RandomFossilOutcome68	
Metadata/Items/Currency/RandomFossilOutcome69	
Metadata/Items/Currency/RandomFossilOutcome70	
Metadata/Items/Currency/RandomFossilOutcome71	
Metadata/Items/Currency/RandomFossilOutcome72	
Metadata/Items/Currency/RandomFossilOutcome73	
Metadata/Items/Currency/RandomFossilOutcome74	
Metadata/Items/Currency/RandomFossilOutcome75	
Metadata/Items/Currency/RandomFossilOutcome76	
Metadata/Items/Currency/RandomFossilOutcome77	
Metadata/Items/Currency/RandomFossilOutcome78	
Metadata/Items/Currency/RandomFossilOutcome79	
Metadata/Items/Currency/RandomFossilOutcome80	
Metadata/Items/Currency/RandomFossilOutcome81	
Metadata/Items/Currency/RandomFossilOutcome82	
Metadata/Items/Currency/RandomFossilOutcome83	
Metadata/Items/Currency/RandomFossilOutcome84	
Metadata/Items/Currency/RandomFossilOutcome85	
Metadata/Items/Currency/RandomFossilOutcome86	
Metadata/Items/Currency/RandomFossilOutcome87	
Metadata/Items/Currency/RandomFossilOutcome88	
Metadata/Items/Currency/RandomFossilOutcome89	
Metadata/Items/Currency/RandomFossilOutcome90	
Metadata/Items/Currency/RandomFossilOutcome91	
Metadata/Items/Currency/RandomFossilOutcome92	
Metadata/Items/Currency/RandomFossilOutcome93	
Metadata/Items/Currency/RandomFossilOutcome94	
Metadata/Items/Currency/RandomFossilOutcome95	
Metadata/Items/Currency/RandomFossilOutcome96	
Metadata/Items/Currency/RandomFossilOutcome97	
Metadata/Items/Currency/RandomFossilOutcome98	
Metadata/Items/Currency/RandomFossilOutcome99	
Metadata/Items/Currency/RandomFossilOutcome100	
Metadata/Items/Currency/RandomFossilOutcome101	
Metadata/Items/Currency/RandomFossilOutcome102	
Metadata/Items/Currency/RandomFossilOutcome103	
Metadata/Items/Currency/RandomFossilOutcome104	
Metadata/Items/Currency/RandomFossilOutcome105	
Metadata/Items/Currency/RandomFossilOutcome106	
Metadata/Items/Currency/RandomFossilOutcome107	
Metadata/Items/Currency/RandomFossilOutcome108	
Metadata/Items/Currency/RandomFossilOutcome109	
Metadata/Items/Currency/RandomFossilOutcome110	
Metadata/Items/Currency/RandomFossilOutcome111	
Metadata/Items/Currency/RandomFossilOutcome112	
Metadata/Items/Currency/RandomFossilOutcome113	
Metadata/Items/Currency/RandomFossilOutcome114	
Metadata/Items/Currency/RandomFossilOutcome115	
Metadata/Items/Currency/RandomFossilOutcome116	
Metadata/Items/Currency/RandomFossilOutcome117	
Metadata/Items/Currency/RandomFossilOutcome118	
Metadata/Items/Currency/RandomFossilOutcome119	
Metadata/Items/Currency/RandomFossilOutcome120	
Metadata/Items/Currency/RandomFossilOutcome121	
Metadata/Items/Currency/RandomFossilOutcome122	
Metadata/Items/Currency/RandomFossilOutcome123	
Metadata/Items/Currency/RandomFossilOutcome124	
Metadata/Items/Currency/RandomFossilOutcome125	
Metadata/Items/Currency/RandomFossilOutcome126	
Metadata/Items/Currency/RandomFossilOutcome127	
Metadata/Items/Currency/RandomFossilOutcome128	
Metadata/Items/Currency/RandomFossilOutcome129	
Metadata/Items/Currency/RandomFossilOutcome130	
Metadata/Items/Currency/RandomFossilOutcome131	
Metadata/Items/Currency/RandomFossilOutcome132	
Metadata/Items/Currency/RandomFossilOutcome133	
Metadata/Items/Currency/RandomFossilOutcome134	
Metadata/Items/Currency/RandomFossilOutcome135	
Metadata/Items/Currency/RandomFossilOutcome136	
Metadata/Items/Currency/RandomFossilOutcome137	
Metadata/Items/Currency/RandomFossilOutcome138	
Metadata/Items/Currency/RandomFossilOutcome139	
Metadata/Items/Currency/RandomFossilOutcome140	
Metadata/Items/Currency/RandomFossilOutcome141	
Metadata/Items/Currency/RandomFossilOutcome142	
Metadata/Items/Currency/RandomFossilOutcome143	
Metadata/Items/Currency/RandomFossilOutcome144	
Metadata/Items/Currency/RandomFossilOutcome145	
Metadata/Items/Currency/RandomFossilOutcome146	
Metadata/Items/Currency/RandomFossilOutcome147	
Metadata/Items/Currency/RandomFossilOutcome148	
Metadata/Items/Currency/RandomFossilOutcome149	
Metadata/Items/Currency/RandomFossilOutcome150	
Metadata/Items/Currency/RandomFossilOutcome151	
Metadata/Items/Currency/RandomFossilOutcome152	
Metadata/Items/Currency/RandomFossilOutcome153	
Metadata/Items/Currency/RandomFossilOutcome154	
Metadata/Items/Currency/RandomFossilOutcome155	
Metadata/Items/Currency/RandomFossilOutcome156	
Metadata/Items/Currency/RandomFossilOutcome157	
Metadata/Items/Currency/RandomFossilOutcome158	
Metadata/Items/Currency/RandomFossilOutcome159	
Metadata/Items/Currency/RandomFossilOutcome160	
Metadata/Items/Currency/RandomFossilOutcome161	
Metadata/Items/Currency/RandomFossilOutcome162	
Metadata/Items/Currency/RandomFossilOutcome163	
Metadata/Items/Currency/RandomFossilOutcome164	
Metadata/Items/Currency/RandomFossilOutcome165	
Metadata/Items/Currency/RandomFossilOutcome166	
Metadata/Items/Currency/RandomFossilOutcome167	
Metadata/Items/Currency/RandomFossilOutcome168	
Metadata/Items/Currency/RandomFossilOutcome169	
Metadata/Items/Currency/RandomFossilOutcome170	
Metadata/Items/Currency/RandomFossilOutcome171	
Metadata/Items/Currency/RandomFossilOutcome172	
Metadata/Items/Currency/RandomFossilOutcome173	
Metadata/Items/Currency/RandomFossilOutcome174	
Metadata/Items/Currency/RandomFossilOutcome175	
Metadata/Items/Currency/RandomFossilOutcome176	
Metadata/Items/Currency/RandomFossilOutcome177	
Metadata/Items/Currency/RandomFossilOutcome178	
Metadata/Items/Currency/RandomFossilOutcome179	
Metadata/Items/Currency/RandomFossilOutcome180	
Metadata/Items/Currency/RandomFossilOutcome181	
Metadata/Items/Currency/RandomFossilOutcome182	
Metadata/Items/Currency/RandomFossilOutcome183	
Metadata/Items/Currency/RandomFossilOutcome184	
Metadata/Items/Currency/RandomFossilOutcome185	
Metadata/Items/Currency/RandomFossilOutcome186	
Metadata/Items/Currency/RandomFossilOutcome187	
Metadata/Items/Currency/RandomFossilOutcome188	
Metadata/Items/Currency/RandomFossilOutcome189	
Metadata/Items/Currency/RandomFossilOutcome190	
Metadata/Items/Currency/RandomFossilOutcome191	
Metadata/Items/Currency/RandomFossilOutcome192	
Metadata/Items/Currency/RandomFossilOutcome193	
Metadata/Items/Currency/RandomFossilOutcome194	
Metadata/Items/Currency/RandomFossilOutcome195	
Metadata/Items/Currency/RandomFossilOutcome196	
Metadata/Items/Currency/RandomFossilOutcome197	
Metadata/Items/Currency/RandomFossilOutcome198	
Metadata/Items/Currency/RandomFossilOutcome199	
Metadata/Items/Currency/RandomFossilOutcome200	
Metadata/Items/Currency/RandomFossilOutcome201	
Metadata/Items/Currency/RandomFossilOutcome202	
Metadata/Items/Currency/RandomFossilOutcome203	
Metadata/Items/Currency/RandomFossilOutcome204	
Metadata/Items/Currency/RandomFossilOutcome205	
Metadata/Items/Currency/RandomFossilOutcome206	
Metadata/Items/Currency/RandomFossilOutcome207	
Metadata/Items/Currency/RandomFossilOutcome208	
Metadata/Items/Currency/RandomFossilOutcome209	
Metadata/Items/Currency/RandomFossilOutcome210	
Metadata/Items/Currency/RandomFossilOutcome211	
Metadata/Items/Currency/RandomFossilOutcome212	
Metadata/Items/Currency/RandomFossilOutcome213	
Metadata/Items/Currency/RandomFossilOutcome214	
Metadata/Items/Currency/RandomFossilOutcome215	
Metadata/Items/Currency/RandomFossilOutcome216	
Metadata/Items/Currency/RandomFossilOutcome217	
Metadata/Items/Currency/RandomFossilOutcome218	
Metadata/Items/Currency/RandomFossilOutcome219	
Metadata/Items/Currency/RandomFossilOutcome220	
Metadata/Items/Currency/RandomFossilOutcome221	
Metadata/Items/Currency/RandomFossilOutcome222	
Metadata/Items/Currency/RandomFossilOutcome223	
Metadata/Items/Currency/RandomFossilOutcome224	
Metadata/Items/Currency/RandomFossilOutcome225	
Metadata/Items/Currency/RandomFossilOutcome226	
Metadata/Items/Currency/RandomFossilOutcome227	
Metadata/Items/Currency/RandomFossilOutcome228	
Metadata/Items/Currency/RandomFossilOutcome229	
Metadata/Items/Currency/RandomFossilOutcome230	
Metadata/Items/Currency/RandomFossilOutcome231	
Metadata/Items/Currency/RandomFossilOutcome232	
Metadata/Items/Currency/RandomFossilOutcome233	
Metadata/Items/Currency/RandomFossilOutcome234	
Metadata/Items/Currency/RandomFossilOutcome235	
Metadata/Items/Currency/RandomFossilOutcome236	
Metadata/Items/Currency/RandomFossilOutcome237	
Metadata/Items/Currency/RandomFossilOutcome238	
Metadata/Items/Currency/RandomFossilOutcome239	
Metadata/Items/Currency/RandomFossilOutcome240	
Metadata/Items/Currency/RandomFossilOutcome241	
Metadata/Items/Currency/RandomFossilOutcome242	
Metadata/Items/Currency/RandomFossilOutcome243	
Metadata/Items/Currency/RandomFossilOutcome244	
Metadata/Items/Currency/RandomFossilOutcome245	
Metadata/Items/Currency/RandomFossilOutcome246	
Metadata/Items/Currency/RandomFossilOutcome247	
Metadata/Items/Currency/RandomFossilOutcome248	
Metadata/Items/Currency/RandomFossilOutcome249	
Metadata/Items/Currency/RandomFossilOutcome250	
Metadata/Items/Currency/RandomFossilOutcome251	
Metadata/Items/Currency/RandomFossilOutcome252	
Metadata/Items/Currency/RandomFossilOutcome253	
Metadata/Items/Currency/RandomFossilOutcome254	
Metadata/Items/Currency/RandomFossilOutcome255	
Metadata/Items/Currency/RandomFossilOutcome256	
Metadata/Items/Currency/RandomFossilOutcome257	
Metadata/Items/Currency/RandomFossilOutcome258	
Metadata/Items/Currency/RandomFossilOutcome259	
Metadata/Items/Currency/RandomFossilOutcome260	
Metadata/Items/Currency/RandomFossilOutcome261	
Metadata/Items/Currency/RandomFossilOutcome262	
Metadata/Items/Currency/RandomFossilOutcome263	
Metadata/Items/Currency/RandomFossilOutcome264	
Metadata/Items/Currency/RandomFossilOutcome265	
Metadata/Items/Currency/RandomFossilOutcome266	
Metadata/Items/Currency/RandomFossilOutcome267	
Metadata/Items/Currency/RandomFossilOutcome268	
Metadata/Items/Currency/RandomFossilOutcome269	
Metadata/Items/Currency/RandomFossilOutcome270	
Metadata/Items/Currency/RandomFossilOutcome271	
Metadata/Items/Currency/RandomFossilOutcome272	
Metadata/Items/Currency/RandomFossilOutcome273	
Metadata/Items/Currency/RandomFossilOutcome274	
Metadata/Items/Currency/RandomFossilOutcome275	
Metadata/Items/Currency/RandomFossilOutcome276	
Metadata/Items/Currency/RandomFossilOutcome277	
Metadata/Items/Currency/RandomFossilOutcome278	
Metadata/Items/Currency/RandomFossilOutcome279	
Metadata/Items/Currency/RandomFossilOutcome280	
Metadata/Items/Currency/RandomFossilOutcome281	
Metadata/Items/Currency/RandomFossilOutcome282	
Metadata/Items/Currency/RandomFossilOutcome283	
Metadata/Items/Currency/RandomFossilOutcome284	
Metadata/Items/Currency/RandomFossilOutcome285	
Metadata/Items/Currency/RandomFossilOutcome286	
Metadata/Items/Currency/RandomFossilOutcome287	
Metadata/Items/Currency/RandomFossilOutcome288	
Metadata/Items/Currency/RandomFossilOutcome289	
Metadata/Items/Currency/RandomFossilOutcome290	
Metadata/Items/Currency/RandomFossilOutcome291	
Metadata/Items/Currency/RandomFossilOutcome292	
Metadata/Items/Currency/RandomFossilOutcome293	
Metadata/Items/Currency/RandomFossilOutcome294	
Metadata/Items/Currency/RandomFossilOutcome295	
Metadata/Items/Currency/RandomFossilOutcome296	
Metadata/Items/Currency/RandomFossilOutcome297	
Metadata/Items/Currency/RandomFossilOutcome298	
Metadata/Items/Currency/RandomFossilOutcome299	
Metadata/Items/Currency/RandomFossilOutcome300	
Metadata/Items/Currency/RandomFossilOutcome301	
Metadata/Items/Currency/RandomFossilOutcome302	
Metadata/Items/Currency/RandomFossilOutcome303	
Metadata/Items/Currency/RandomFossilOutcome304	
Metadata/Items/Currency/RandomFossilOutcome305	
Metadata/Items/Currency/RandomFossilOutcome306	
Metadata/Items/Currency/RandomFossilOutcome307	
Metadata/Items/Currency/RandomFossilOutcome308	
Metadata/Items/Currency/RandomFossilOutcome309	
Metadata/Items/Currency/RandomFossilOutcome310	
Metadata/Items/Currency/RandomFossilOutcome311	
Metadata/Items/Currency/RandomFossilOutcome312	
Metadata/Items/Currency/RandomFossilOutcome313	
Metadata/Items/Currency/RandomFossilOutcome314	
Metadata/Items/Currency/RandomFossilOutcome315	
Metadata/Items/Currency/RandomFossilOutcome316	
Metadata/Items/Currency/RandomFossilOutcome317	
Metadata/Items/Currency/RandomFossilOutcome318	
Metadata/Items/Currency/RandomFossilOutcome319	
Metadata/Items/Currency/RandomFossilOutcome320	
Metadata/Items/Currency/RandomFossilOutcome321	
Metadata/Items/Currency/RandomFossilOutcome322	
Metadata/Items/Currency/RandomFossilOutcome323	
Metadata/Items/Currency/RandomFossilOutcome324	
Metadata/Items/Currency/RandomFossilOutcome325	
Metadata/Items/Currency/RandomFossilOutcome326	
Metadata/Items/Currency/RandomFossilOutcome327	
Metadata/Items/Currency/RandomFossilOutcome328	
Metadata/Items/Currency/RandomFossilOutcome329	
Metadata/Items/Currency/RandomFossilOutcome330	
Metadata/Items/Currency/RandomFossilOutcome331	
Metadata/Items/Currency/RandomFossilOutcome332	
Metadata/Items/Currency/RandomFossilOutcome333	
Metadata/Items/Currency/RandomFossilOutcome334	
Metadata/Items/Currency/RandomFossilOutcome335	
Metadata/Items/Currency/RandomFossilOutcome336	
Metadata/Items/Currency/RandomFossilOutcome337	
Metadata/Items/Currency/RandomFossilOutcome338	
Metadata/Items/Currency/RandomFossilOutcome339	
Metadata/Items/Currency/RandomFossilOutcome340	
Metadata/Items/Currency/RandomFossilOutcome341	
Metadata/Items/Currency/RandomFossilOutcome342	
Metadata/Items/Currency/RandomFossilOutcome343	
Metadata/Items/Currency/RandomFossilOutcome344	
Metadata/Items/Currency/RandomFossilOutcome345	
Metadata/Items/Currency/RandomFossilOutcome346	
Metadata/Items/Currency/RandomFossilOutcome347	
Metadata/Items/Currency/RandomFossilOutcome348	
Metadata/Items/Currency/RandomFossilOutcome349	
Metadata/Items/Currency/RandomFossilOutcome350	
Metadata/Items/Currency/RandomFossilOutcome351	
Metadata/Items/Currency/RandomFossilOutcome352	
Metadata/Items/Currency/RandomFossilOutcome353	
Metadata/Items/Currency/RandomFossilOutcome354	
Metadata/Items/Currency/RandomFossilOutcome355	
Metadata/Items/Currency/RandomFossilOutcome356	
Metadata/Items/Currency/RandomFossilOutcome357	
Metadata/Items/Currency/RandomFossilOutcome358	
Metadata/Items/Currency/RandomFossilOutcome359	
Metadata/Items/Currency/RandomFossilOutcome360	
Metadata/Items/Currency/RandomFossilOutcome361	
Metadata/Items/Currency/RandomFossilOutcome362	
Metadata/Items/Currency/RandomFossilOutcome363	
Metadata/Items/Currency/RandomFossilOutcome364	
Metadata/Items/Currency/RandomFossilOutcome365	
Metadata/Items/Currency/RandomFossilOutcome366	
Metadata/Items/Currency/RandomFossilOutcome367	
Metadata/Items/Currency/RandomFossilOutcome368	
Metadata/Items/Currency/RandomFossilOutcome369	
Metadata/Items/Currency/RandomFossilOutcome370	
Metadata/Items/Currency/RandomFossilOutcome371	
Metadata/Items/Currency/RandomFossilOutcome372	
Metadata/Items/Currency/RandomFossilOutcome373	
Metadata/Items/Currency/RandomFossilOutcome374	
Metadata/Items/Currency/RandomFossilOutcome375	
Metadata/Items/Currency/RandomFossilOutcome376	
Metadata/Items/Currency/RandomFossilOutcome377	
Metadata/Items/Currency/RandomFossilOutcome378	
Metadata/Items/Currency/RandomFossilOutcome379	
Metadata/Items/Currency/RandomFossilOutcome380	
Metadata/Items/Currency/RandomFossilOutcome381	
Metadata/Items/Currency/RandomFossilOutcome382	
Metadata/Items/Currency/RandomFossilOutcome383	
Metadata/Items/Currency/RandomFossilOutcome384	
Metadata/Items/Currency/RandomFossilOutcome385	
Metadata/Items/Currency/RandomFossilOutcome386	
Metadata/Items/Currency/RandomFossilOutcome387	
Metadata/Items/Currency/RandomFossilOutcome388	
Metadata/Items/Currency/RandomFossilOutcome389	
Metadata/Items/Currency/RandomFossilOutcome390	
Metadata/Items/Currency/RandomFossilOutcome391	
Metadata/Items/Currency/RandomFossilOutcome392	
Metadata/Items/Currency/RandomFossilOutcome393	
Metadata/Items/Currency/RandomFossilOutcome394	
Metadata/Items/Currency/RandomFossilOutcome395	
Metadata/Items/Currency/RandomFossilOutcome396	
Metadata/Items/Currency/RandomFossilOutcome397	
Metadata/Items/Currency/RandomFossilOutcome398	
Metadata/Items/Currency/RandomFossilOutcome399	
Metadata/Items/Currency/RandomFossilOutcome400	
Metadata/Items/Currency/RandomFossilOutcome401	
Metadata/Items/Currency/RandomFossilOutcome402	
Metadata/Items/Currency/RandomFossilOutcome403	
Metadata/Items/Currency/RandomFossilOutcome404	
Metadata/Items/Currency/RandomFossilOutcome405	
Metadata/Items/Currency/RandomFossilOutcome406	
Metadata/Items/Currency/RandomFossilOutcome407	
Metadata/Items/Currency/RandomFossilOutcome408	
Metadata/Items/Currency/RandomFossilOutcome409	
Metadata/Items/Currency/RandomFossilOutcome410	
Metadata/Items/Currency/RandomFossilOutcome411	
Metadata/Items/Currency/RandomFossilOutcome412	
Metadata/Items/Currency/RandomFossilOutcome413	
Metadata/Items/Currency/RandomFossilOutcome414	
Metadata/Items/Currency/RandomFossilOutcome415	
Metadata/Items/Currency/RandomFossilOutcome416	
Metadata/Items/Currency/RandomFossilOutcome417	
Metadata/Items/Currency/RandomFossilOutcome418	
Metadata/Items/Currency/RandomFossilOutcome419	
Metadata/Items/Currency/RandomFossilOutcome420	
Metadata/Items/Currency/CurrencyEldritchRerollRare	Eldritch Chaos Orb
Metadata/Items/Currency/CurrencyEldritchAddModToRare	Eldritch Exalted Orb
Metadata/Items/Currency/CurrencyEldritchRemoveMod	Eldritch Orb of Annulment
Metadata/Items/MapFragments/Primordial/QuestTangleKey	Writhing Invitation
Metadata/Items/MapFragments/Primordial/CurrencyTangleKey	Writhing Invitation
Metadata/Items/MapFragments/Primordial/QuestTangleBossKey	Screaming Invitation
Metadata/Items/MapFragments/Primordial/CurrencyTangleBossKey	Screaming Invitation
Metadata/Items/MapFragments/Primordial/QuestCleansingFireKey	Polaric Invitation
Metadata/Items/MapFragments/Primordial/CurrencyCleansingFireKey	Polaric Invitation
Metadata/Items/MapFragments/Primordial/QuestCleansingFireBossKey	Incandescent Invitation
Metadata/Items/MapFragments/Primordial/CurrencyCleansingFireBossKey	Incandescent Invitation
Metadata/Items/Archnemesis/ArchnemesisMod	Archnemesis Mod
Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportUnique	Singular Scouting Report
Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportBreachstone	Otherworldly Scouting Report
Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportMoreHidden	Comprehensive Scouting Report
Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportCorrupted	Vaal Scouting Report
Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportDelirium	Delirious Scouting Report
Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportJuiced	Operative's Scouting Report
Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportBlighted	Blighted Scouting Report
Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportGuardian	Influenced Scouting Report
Metadata/Items/Currency/ScoutingReports/AtlasScoutingReportExplorers	Explorer's Scouting Report
Metadata/Items/Currency/CurrencyExtractOil	Oil Extractor
Metadata/Items/Sentinel/SentinelA1	Rusted Stalker Sentinel
Metadata/Items/Sentinel/SentinelA2	Bronze Stalker Sentinel
