# stat_desc_map.tsv - generated by build_stat_desc_map.py
# Format: stat_id TAB template TAB arg_index TAB group_ids
# template placeholders: {0} {1} = stat values; wiki links stripped
# arg_index: which {N} this stat fills (0=first, 1=second, ...)
# group_ids: comma-separated group (multi-stat entries share a template)
%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100	Consuming Glory grants you {0}% increased Attack damage per Glory consumed for 6 seconds, up to 60%	0	%_attack_damage_per_glory_consumed_for_6_seconds_up_to_100
%_chance_for_crossbow_reload_to_be_instant	{0}% chance when you Reload a Crossbow to be immediate	0	%_chance_for_crossbow_reload_to_be_instant
%_chance_to_blind_on_critical_strike	{0}% chance to Blind Enemies on Critical Hit	0	%_chance_to_blind_on_critical_strike
%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth	Critical Hits have {0}% chance to Blind Enemies while you have Cat's Stealth	0	%_chance_to_blind_on_critical_strike_while_you_have_cats_stealth
%_chance_to_cause_bleeding_enemies_to_flee_on_hit	{0}% Chance to cause Bleeding Enemies to Flee on hit	0	%_chance_to_cause_bleeding_enemies_to_flee_on_hit
%_chance_to_create_smoke_cloud_on_mine_or_trap_creation	{0}% chance to create a Smoke Cloud when you lay a Mine or throw a Trap	0	%_chance_to_create_smoke_cloud_on_mine_or_trap_creation
%_chance_to_deal_150%_area_damage_+%_final	Hits have {0}% chance to deal 50% more Area Damage	0	%_chance_to_deal_150%_area_damage_+%_final
%_chance_to_duplicate_dropped_sentinels	{}% chance for found Sentinels to be Duplicated	0	%_chance_to_duplicate_dropped_sentinels
%_chance_to_gain_endurance_charge_each_second_while_channelling	{0}% chance to gain an Endurance Charge each second while Channelling	0	%_chance_to_gain_endurance_charge_each_second_while_channelling
%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_endurance_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Frenzy Charge when a Mine from Supported\nSkills is Detonated targeting an Enemy	0	%_chance_to_gain_frenzy_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy	Supported Skills have {0}% chance to gain a Frenzy Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_frenzy_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life	{0}% chance to gain a Power Charge on Hit against Enemies that are on Full Life	0	%_chance_to_gain_power_charge_on_hit_against_enemies_on_full_life
%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy	{0}% chance to gain a Power Charge when a Mine from Supported\nSkills is Detonated targeting an Enemy	0	%_chance_to_gain_power_charge_on_mine_detonated_targeting_an_enemy
%_chance_to_gain_power_charge_on_placing_a_totem	{0}% chance to gain a Power Charge when you Summon a Totem	0	%_chance_to_gain_power_charge_on_placing_a_totem
%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy	Supported Skills have {0}% chance to gain a Power Charge when your Trap is triggered by an Enemy	0	%_chance_to_gain_power_charge_on_trap_triggered_by_an_enemy
%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy	{0}% chance to gain an Endurance, Frenzy or Power Charge when any\nof your Traps are Triggered by an Enemy	0	%_chance_to_gain_random_charge_on_trap_triggered_by_an_enemy
%_maximum_life_as_focus	Enemies have Maximum Concentration equal to {0}% of their Maximum Life	0	%_maximum_life_as_focus
%_maximum_life_inflicted_as_aoe_fire_damage_when_hit	Deal {0}% of your maximum Life as Fire Damage to nearby Enemies when Hit	0	base_%_maximum_life_inflicted_as_aoe_fire_damage_when_hit
%_number_of_raging_spirits_allowed	{0}% increased Maximum number of Summoned Raging Spirits	0	%_number_of_raging_spirits_allowed
%_of_life_regeneration_applies_to_totems	{}% of your Life Regeneration applies to your Totems aswell	0	%_of_life_regeneration_applies_to_totems
%_physical_damage_bypasses_energy_shield	Physical Damage taken bypasses Energy Shield	0	%_physical_damage_bypasses_energy_shield
energy_shield_delay_-%_while_affected_by_discipline	{0}% faster start of Energy Shield Recharge while affected by Discipline	0	energy_shield_delay_-%_while_affected_by_discipline
energy_shield_delay_-%_while_shapeshifted	{0}% faster start of Energy Shield Recharge while Shapeshifted	0	energy_shield_delay_-%_while_shapeshifted
energy_shield_delay_during_flask_effect_-%	{0}% faster start of Energy Shield Recharge during any Flask Effect	0	energy_shield_delay_during_flask_effect_-%
energy_shield_from_focus_+%	{0}% increased Energy Shield from Equipped Focus	0	energy_shield_from_focus_+%
energy_shield_from_gloves_and_boots_+%	{0}% increased Maximum Energy Shield from Equipped Gloves and Boots	0	energy_shield_from_gloves_and_boots_+%
energy_shield_from_helmet_+%	{0}% increased Energy Shield from Equipped Helmet	0	energy_shield_from_helmet_+%
energy_shield_gain_per_target	Gain {0} Energy Shield per Enemy Hit with Attacks	0	energy_shield_gain_per_target
energy_shield_gain_per_target_hit_while_affected_by_discipline	Gain {0} Energy Shield per Enemy Hit while affected by Discipline	0	energy_shield_gain_per_target_hit_while_affected_by_discipline
energy_shield_gain_when_you_hit_enemy_affected_by_spiders_web	Gain {0} Energy Shield for each Enemy you Hit which is affected by a Spider's Web	0	energy_shield_gain_when_you_hit_enemy_affected_by_spiders_web
energy_shield_gained_on_block	Gain {0} Energy Shield when you Block	0	energy_shield_gained_on_block
energy_shield_gained_on_enemy_death	Gain {0} Energy Shield per enemy killed	0	base_energy_shield_gained_on_enemy_death
energy_shield_gained_on_enemy_death_per_level	Gain {0} Energy Shield on Kill per Level	0	energy_shield_gained_on_enemy_death_per_level
energy_shield_increased_by_uncapped_cold_resistance	Energy Shield is increased by Uncapped Cold Resistance	0	energy_shield_increased_by_uncapped_cold_resistance
energy_shield_leech_rate_+%	Leech Energy Shield {0}% faster	0	base_energy_shield_leech_rate_+%
energy_shield_lost_per_minute_%	You lose {0}% of maximum Energy Shield per second	0	energy_shield_lost_per_minute_%
energy_shield_per_level	{0:+d} Maximum Energy Shield per Level	0	energy_shield_per_level
energy_shield_protects_mana	Energy Shield protects Mana instead of Life	0	energy_shield_protects_mana
energy_shield_recharge_+%_if_amulet_has_evasion_mod	{0}% increased Energy Shield Recharge Rate if Equipped Amulet has an Evasion Modifier	0	energy_shield_recharge_+%_if_amulet_has_evasion_mod
energy_shield_recharge_delay_override_ms	Your base Energy Shield Recharge Delay is {0} second	0	energy_shield_recharge_delay_override_ms
energy_shield_recharge_is_not_interrupted_if_recharge_begaen_recently	Energy Shield Recharge is not interrupted by Damage if Recharge began Recently	0	energy_shield_recharge_is_not_interrupted_if_recharge_begaen_recently
energy_shield_recharge_not_delayed_by_damage	Energy Shield Recharge has no delay	0	energy_shield_recharge_not_delayed_by_damage
energy_shield_recharge_rate_+%	{0}% increased Energy Shield Recharge Rate	0	energy_shield_recharge_rate_+%
energy_shield_recharge_rate_+%_if_blocked_recently	{0}% increased Energy Shield Recharge Rate if you've Blocked Recently	0	energy_shield_recharge_rate_+%_if_blocked_recently
energy_shield_recharge_rate_+%_if_not_dodge_rolled_recently	{0}% increased Energy Shield Recharge Rate if you haven't Dodge Rolled Recently	0	energy_shield_recharge_rate_+%_if_not_dodge_rolled_recently
energy_shield_recharge_rate_+%_per_25_tribute	{0}% increased Energy Shield Recharge Rate per 25 Tribute	0	energy_shield_recharge_rate_+%_per_25_tribute
energy_shield_recharge_rate_+%_per_4_dexterity	{0}% increased Energy Shield Recharge Rate per 4 Dexterity	0	energy_shield_recharge_rate_+%_per_4_dexterity
energy_shield_recharge_rate_+%_per_4_strength	{0}% increased Energy Shield Recharge Rate per 4 Strength	0	energy_shield_recharge_rate_+%_per_4_strength
energy_shield_recharge_rate_+%_while_affected_by_archon	{0}% increased Energy Shield Recharge Rate while affected by an Archon Buff	0	energy_shield_recharge_rate_+%_while_affected_by_archon
energy_shield_recharge_rate_+%_while_shapeshifted	{0}% increased Energy Shield Recharge Rate while Shapeshifted	0	energy_shield_recharge_rate_+%_while_shapeshifted
energy_shield_recharge_rate_during_flask_effect_+%	{0}% increased Energy Shield Recharge Rate during any Flask Effect	0	energy_shield_recharge_rate_during_flask_effect_+%
energy_shield_recharge_rate_per_minute_%	{0}% of maximum Energy Shield Recharged per second	0	energy_shield_recharge_rate_per_minute_%
energy_shield_recharge_rate_per_minute_with_all_corrupted_equipped_items	Regenerate {0} Energy Shield per second if all Equipped items are Corrupted	0	energy_shield_recharge_rate_per_minute_with_all_corrupted_equipped_items
energy_shield_recharge_start_when_minions_reform	Your Energy Shield Recharge starts when your Minions are Reformed	0	energy_shield_recharge_start_when_minions_reform
energy_shield_recharge_start_when_stunned	Energy Shield Recharge starts when you are Stunned	0	energy_shield_recharge_start_when_stunned
energy_shield_recharge_starts_X_ms_sooner	-{0} second to base Energy Shield Recharge delay	0	energy_shield_recharge_starts_X_ms_sooner
energy_shield_recharge_starts_after_spending_2000_mana_every_2_seconds	Energy Shield Recharge starts after spending a total of\n 2000 Mana, no more than once every 2 seconds	0	energy_shield_recharge_starts_after_spending_2000_mana_every_2_seconds
energy_shield_recharges_on_block_%	{0}% chance for Energy Shield Recharge to start when you Block	0	energy_shield_recharges_on_block_%
energy_shield_recharges_on_kill_%	{0}% chance for Energy Shield Recharge to start when you Kill an Enemy	0	energy_shield_recharges_on_kill_%
energy_shield_recharges_on_skill_use_chance_%	{0}% chance for Energy Shield Recharge to start when you use a Skill	0	energy_shield_recharges_on_skill_use_chance_%
energy_shield_recovery_rate_+%	{0}% increased Energy Shield Recovery rate	0	energy_shield_recovery_rate_+%
energy_shield_recovery_rate_+%_if_havent_killed_recently	{0}% increased Energy Shield Recovery Rate if you haven't Killed Recently	0	energy_shield_recovery_rate_+%_if_havent_killed_recently
energy_shield_recovery_rate_+%_if_not_hit_recently	{0}% increased Energy Shield Recovery Rate if you haven't been Hit Recently	0	energy_shield_recovery_rate_+%_if_not_hit_recently
energy_shield_recovery_rate_while_affected_by_discipline_+%	{0}% increased Energy Shield Recovery Rate while affected by Discipline	0	energy_shield_recovery_rate_while_affected_by_discipline_+%
energy_shield_regeneration_%_per_minute_if_enemy_cursed_recently	Regenerate {0}% of maximum Energy Shield per second if you've Cursed an Enemy Recently	0	energy_shield_regeneration_%_per_minute_if_enemy_cursed_recently
energy_shield_regeneration_%_per_minute_if_enemy_killed_recently	Regenerate {0}% of maximum Energy Shield per second if you've Killed an Enemy Recently	0	energy_shield_regeneration_%_per_minute_if_enemy_killed_recently
energy_shield_regeneration_%_per_minute_while_shocked	Regenerate {0}% of maximum Energy Shield per second while Shocked	0	energy_shield_regeneration_%_per_minute_while_shocked
energy_shield_regeneration_rate_+%	{0}% increased Energy Shield Regeneration rate	0	energy_shield_regeneration_rate_+%
energy_shield_regeneration_rate_per_minute	Regenerate {0} Energy Shield per second	0	base_energy_shield_regeneration_rate_per_minute
energy_shield_regeneration_rate_per_minute_%	Regenerate {0}% of maximum Energy Shield per second	0	base_energy_shield_regeneration_rate_per_minute_%
energy_shield_regeneration_rate_per_minute_%_if_you_have_hit_an_enemy_recently	Regenerate {0}% of maximum Energy Shield per second if you've Hit an Enemy Recently	0	energy_shield_regeneration_rate_per_minute_%_if_you_have_hit_an_enemy_recently
energy_shield_regeneration_rate_per_minute_%_while_affected_by_discipline	Regenerate {0}% of maximum Energy Shield per Second while affected by Discipline	0	energy_shield_regeneration_rate_per_minute_%_while_affected_by_discipline
energy_shield_regeneration_rate_per_minute_%_while_on_low_life	Regenerate {0}% of maximum Energy Shield per second while on Low Life	0	energy_shield_regeneration_rate_per_minute_%_while_on_low_life
energy_shield_regeneration_rate_per_minute_if_rare_or_unique_enemy_nearby	Regenerate {0} Energy Shield per second while a Rare or Unique Enemy is Nearby	0	energy_shield_regeneration_rate_per_minute_if_rare_or_unique_enemy_nearby
energy_shield_regeneration_rate_per_minute_per_poison_stack	Regenerate {0} Energy Shield per Second per Poison on you, up to 400 per second	0	energy_shield_regeneration_rate_per_minute_per_poison_stack
energy_shield_regeneration_rate_per_minute_while_on_consecrated_ground	Regenerate {0} Energy Shield per Second while on Consecrated Ground	0	energy_shield_regeneration_rate_per_minute_while_on_consecrated_ground
energy_shield_regeneration_rate_per_second	Regenerate {0} Energy Shield per second	0	energy_shield_regeneration_rate_per_second
enfeeble_curse_effect_+%	{0}% increased Enfeeble Curse Effect	0	enfeeble_curse_effect_+%
enfeeble_duration_+%	{0}% increased Enfeeble Duration	0	enfeeble_duration_+%
enfeeble_gem_level_+	{0:+d} to Level of Enfeeble Skills	0	enfeeble_gem_level_+
enfeeble_ignores_hexproof	Enfeeble can affect Hexproof Enemies	0	enfeeble_ignores_hexproof
enfeeble_no_reservation	Enfeeble has no Reservation if Cast as an Aura	0	enfeeble_no_reservation
ensnaring_arrow_area_of_effect_+%	Ensnaring Arrow has {0}% increased Area of Effect	0	ensnaring_arrow_area_of_effect_+%
ensnaring_arrow_debuff_effect_+%	Ensnaring Arrow has {0}% increased Debuff Effect	0	ensnaring_arrow_debuff_effect_+%
envy_reserves_no_mana	Envy has no Reservation	0	envy_reserves_no_mana
ephemeral_edge_maximum_lightning_damage_from_es_%	Attacks with this Weapon have Added Maximum Lightning Damage equal to {0}% of your Maximum Energy Shield	0	ephemeral_edge_maximum_lightning_damage_from_es_%
equipped_jewellery_effect_of_bonuses_+%	{0}% increased bonuses gained from Equipped Rings and Amulets	0	equipped_jewellery_effect_of_bonuses_+%
equipped_ring1_effect_of_bonuses_+%	{0}% increased bonuses gained from left Equipped Ring	0	equipped_ring1_effect_of_bonuses_+%
equipped_ring2_effect_of_bonuses_+%	{0}% increased bonuses gained from right Equipped Ring	0	equipped_ring2_effect_of_bonuses_+%
equipped_rings_effect_of_bonuses_+%	{0}% increased bonuses gained from Equipped Rings	0	equipped_rings_effect_of_bonuses_+%
es_and_mana_regeneration_rate_per_minute_%_while_on_consecrated_ground	Regenerate {0}% of maximum Mana and Energy Shield per second while on Consecrated Ground	0	es_and_mana_regeneration_rate_per_minute_%_while_on_consecrated_ground
es_cost_%	Supported Skills cost an additional {0}%\n of maximum Energy Shield	0	base_es_cost_%
es_cost_+	Skills Cost {0:+d} Energy Shield	0	base_es_cost_+
es_regeneration_per_minute_%_while_stationary	Regenerate {0}% of maximum Energy Shield per second while stationary	0	es_regeneration_per_minute_%_while_stationary
essence_abyss_guaranteed_pick	Bears the Mark of the Abyssal Lord	0	essence_abyss_guaranteed_pick
essence_buff_ground_fire_damage_to_deal_per_second	Drops Burning Ground while moving, dealing {0} Fire Damage per second for {1} second	0	essence_buff_ground_fire_damage_to_deal_per_second,essence_buff_ground_fire_duration_ms
essence_buff_ground_fire_duration_ms	Drops Burning Ground while moving, dealing {0} Fire Damage per second for {1} second	1	essence_buff_ground_fire_damage_to_deal_per_second,essence_buff_ground_fire_duration_ms
essence_display_elemental_damage_taken_while_not_moving_+%	{0}% increased Elemental Damage Taken while stationary	0	essence_display_elemental_damage_taken_while_not_moving_+%
essence_drain_damage_+%	{0}% increased Essence Drain Damage	0	essence_drain_damage_+%
essence_drain_soulrend_base_projectile_speed_+%	{0}% increased Essence Drain and Soulrend Projectile Speed	0	essence_drain_soulrend_base_projectile_speed_+%
essence_drain_soulrend_number_of_additional_projectiles	Essence Drain and Soulrend fire an additional Projectile	0	essence_drain_soulrend_number_of_additional_projectiles
essence_grants_additional_attributes	{0:+d} to Strength, Dexterity or Intelligence	0	essence_grants_additional_attributes
essence_grants_additional_attributes_increase	{0}% increased Strength, Dexterity or Intelligence	0	essence_grants_additional_attributes_increase
essence_grants_defences_+%	{0}% increased Armour, Evasion or Energy Shield	0	essence_grants_defences_+%
ethereal_knives_blade_left_in_ground_for_every_X_projectiles	Leaves a Lingering Blade in the ground for every Projectile fired	0	ethereal_knives_blade_left_in_ground_for_every_X_projectiles
ethereal_knives_damage_+%	{0}% increased Ethereal Knives Damage	0	ethereal_knives_damage_+%
ethereal_knives_number_of_additional_projectiles	Ethereal Knives fires an additional Projectile	0	ethereal_knives_number_of_additional_projectiles
ethereal_knives_projectile_base_number_of_targets_to_pierce	Ethereal Knives Pierces an additional Target	0	ethereal_knives_projectile_base_number_of_targets_to_pierce
ethereal_knives_projectile_speed_+%	{0}% increased Ethereal Knives Projectile Speed	0	ethereal_knives_projectile_speed_+%
ethereal_knives_projectiles_nova	Ethereal Knives fires Projectiles in a circle	0	ethereal_knives_projectiles_nova
evasion_+%_if_hit_recently	{0}% increased Evasion Rating if you have been Hit Recently	0	evasion_+%_if_hit_recently
evasion_+%_per_10_intelligence	{0}% increased Evasion Rating per 10 Intelligence	0	evasion_+%_per_10_intelligence
evasion_+%_while_performing_action_per_250_ms_attack_time	{0}% increased Evasion Rating while using Supported Skills per quarter second of Attack time of Supported Skill	0	evasion_+%_while_performing_action_per_250_ms_attack_time
evasion_and_physical_damage_reduction_rating_+%	{0}% increased Armour and Evasion Rating	0	evasion_and_physical_damage_reduction_rating_+%
evasion_rating	{0:+d} to Evasion Rating	0	base_evasion_rating
evasion_rating_%_as_life_regeneration_per_minute_during_focus	{0}% of Evasion Rating is Regenerated as Life per second while Focused	0	evasion_rating_%_as_life_regeneration_per_minute_during_focus
evasion_rating_%_to_gain_as_ailment_threshold	Gain {0}% of Evasion Rating as extra Ailment Threshold	0	evasion_rating_%_to_gain_as_ailment_threshold
evasion_rating_%_to_gain_as_armour	Gain {0}% of Evasion Rating as extra Armour	0	evasion_rating_%_to_gain_as_armour
evasion_rating_+%	{0}% increased Evasion Rating	0	evasion_rating_+%
evasion_rating_+%_during_focus	{0}% increased Evasion Rating while Focused	0	evasion_rating_+%_during_focus
evasion_rating_+%_if_consumed_frenzy_charge_recently	{0}% increased Evasion Rating if you've consumed a Frenzy Charge Recently	0	evasion_rating_+%_if_consumed_frenzy_charge_recently
evasion_rating_+%_if_energy_shield_recharge_started_in_past_2_seconds	{0}% increased Evasion Rating if Energy Shield Recharge has started in the past 2 seconds	0	evasion_rating_+%_if_energy_shield_recharge_started_in_past_2_seconds
evasion_rating_+%_if_have_cast_dash_recently	{0}% increased Evasion Rating if you've Cast Dash recently	0	evasion_rating_+%_if_have_cast_dash_recently
evasion_rating_+%_if_have_not_been_hit_recently	{0}% reduced Evasion Rating if you haven't been Hit Recently	0	evasion_rating_+%_if_have_not_been_hit_recently
evasion_rating_+%_if_not_dodge_rolled_recently	{0}% increased Evasion Rating if you haven't Dodge Rolled Recently	0	evasion_rating_+%_if_not_dodge_rolled_recently
evasion_rating_+%_if_sprinting	{0}% increased Evasion Rating while Sprinting	0	evasion_rating_+%_if_sprinting
evasion_rating_+%_if_you_dodge_rolled_recently	{0}% increased Evasion Rating if you've Dodge Rolled Recently	0	evasion_rating_+%_if_you_dodge_rolled_recently
evasion_rating_+%_if_you_have_hit_an_enemy_recently	{0}% increased Evasion Rating if you have Hit an Enemy Recently	0	evasion_rating_+%_if_you_have_hit_an_enemy_recently
evasion_rating_+%_per_10_tribute	{0}% increased Evasion Rating per 10 Tribute	0	evasion_rating_+%_per_10_tribute
evasion_rating_+%_per_500_maximum_mana_up_to_100%	{0}% increased Evasion Rating per 500 Maximum Mana, up to 100%	0	evasion_rating_+%_per_500_maximum_mana_up_to_100%
evasion_rating_+%_per_5_intelligence	{0}% increased Evasion Rating per 5 Intelligence	0	evasion_rating_+%_per_5_intelligence
evasion_rating_+%_per_frenzy_charge	{0}% increased Evasion Rating per Frenzy Charge	0	evasion_rating_+%_per_frenzy_charge
evasion_rating_+%_per_green_socket_on_main_hand_weapon	{0}% increased Evasion Rating per Green Socket on Main Hand Weapon	0	evasion_rating_+%_per_green_socket_on_main_hand_weapon
evasion_rating_+%_when_on_full_life	{0}% increased Evasion Rating when on Full Life	0	evasion_rating_+%_when_on_full_life
evasion_rating_+%_when_on_low_life	{0}% increased Global Evasion Rating when on Low Life	0	evasion_rating_+%_when_on_low_life
evasion_rating_+%_while_leeching	{0}% increased Evasion while Leeching	0	evasion_rating_+%_while_leeching
evasion_rating_+%_while_moving	{0}% increased Evasion Rating while moving	0	evasion_rating_+%_while_moving
evasion_rating_+%_while_onslaught_is_active	{0}% increased Evasion Rating during Onslaught	0	evasion_rating_+%_while_onslaught_is_active
evasion_rating_+%_while_phasing	{0}% increased Evasion Rating while Phasing	0	evasion_rating_+%_while_phasing
evasion_rating_+%_while_surrounded	{0}% increased Evasion Rating while Surrounded	0	evasion_rating_+%_while_surrounded
evasion_rating_+%_while_you_have_energy_shield	{0}% increased Evasion Rating while you have Energy Shield	0	evasion_rating_+%_while_you_have_energy_shield
evasion_rating_+_if_you_have_hit_an_enemy_recently	{0:+d} to Evasion Rating if Hit an Enemy Recently	0	evasion_rating_+_if_you_have_hit_an_enemy_recently
evasion_rating_+_per_1_armour_on_gloves	{0:+d} to Evasion Rating per 1 Item Armour on Equipped Gloves	0	evasion_rating_+_per_1_armour_on_gloves
evasion_rating_+_per_1_helmet_energy_shield	{0:+d} to Evasion Rating per 1 Item Energy Shield on Equipped Helmet	0	evasion_rating_+_per_1_helmet_energy_shield
evasion_rating_+_per_5_maximum_energy_shield_on_shield	{0:+d} to Evasion Rating per 5 Item Energy Shield on Equipped Shield	0	evasion_rating_+_per_5_maximum_energy_shield_on_shield
evasion_rating_+_when_on_full_life	{0:+d} to Evasion Rating while on Full Life	0	evasion_rating_+_when_on_full_life
evasion_rating_+_when_on_low_life	{0:+d} to Evasion Rating while on Low Life	0	evasion_rating_+_when_on_low_life
evasion_rating_+_while_phasing	+{0} to Evasion Rating while you have Phasing	0	evasion_rating_+_while_phasing
evasion_rating_+_while_you_have_tailwind	{0:+d} Evasion Rating while you have Tailwind	0	evasion_rating_+_while_you_have_tailwind
evasion_rating_also_reduces_physical_damage	Physical Damage Reduction from Armour is based on your combined Armour and Evasion Rating	0	evasion_rating_also_reduces_physical_damage
evasion_rating_from_helmet_and_boots_+%	{0}% increased Evasion Rating from Equipped Helmet and Boots	0	evasion_rating_from_helmet_and_boots_+%
evasion_rating_increased_by_overcapped_cold_resistance	Evasion Rating is increased by Overcapped Cold Resistance	0	evasion_rating_increased_by_overcapped_cold_resistance
evasion_rating_increased_by_uncapped_lightning_resistance	Evasion Rating is increased by Uncapped Lightning Resistance	0	evasion_rating_increased_by_uncapped_lightning_resistance
